id,experiment_id,timestamp,generator_name,prompt_strategy,benchmark_name,compiles,runs_successfully,line_coverage,branch_coverage,cyclomatic_complexity,coupling_between_objects,time_cost,token_cost,correction_distance
1170,llama3-70b-8192_Java_61_humaneval_guided_tree_of_thought_c43b83f9,"2025-08-13 11:56:38","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,12,0,0.913942405,1070,
1171,llama3-70b-8192_Java_62_humaneval_chain_of_thought_26e5e9a4,"2025-08-13 11:56:45","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,6,2,0.879453606,953,
1172,llama3-70b-8192_Java_62_humaneval_role_playing_dd384262,"2025-08-13 11:56:54","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,7,2,1.212485931,1143,
1173,llama3-70b-8192_Java_62_humaneval_constraint_based_e2e58ec1,"2025-08-13 11:57:02","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,5,2,0.788030197,815,
1174,llama3-70b-8192_Java_62_humaneval_guided_tree_of_thought_7072e52a,"2025-08-13 11:57:10","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,7,2,0.909735264,1072,
1175,llama3-70b-8192_Java_63_humaneval_chain_of_thought_1d8a1ed1,"2025-08-13 11:57:18","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,9,0,0.648095966,927,
1176,llama3-70b-8192_Java_63_humaneval_role_playing_1afae953,"2025-08-13 11:57:26","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,11,0,0.943540567,1125,
1177,llama3-70b-8192_Java_63_humaneval_constraint_based_d06fc7ec,"2025-08-13 11:57:33","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,7,0,0.812526404,877,
1178,llama3-70b-8192_Java_63_humaneval_guided_tree_of_thought_7b228a93,"2025-08-13 11:57:41","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,11,0,0.73770834,1081,
1179,llama3-70b-8192_Java_64_humaneval_chain_of_thought_86564b68,"2025-08-13 11:57:49","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,11,0,0.966113561,1030,
1180,llama3-70b-8192_Java_64_humaneval_role_playing_d3940bf3,"2025-08-13 11:57:57","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,13,0,1.313047963,1222,
1181,llama3-70b-8192_Java_64_humaneval_constraint_based_89ef57da,"2025-08-13 11:58:05","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,9,0,0.744232462,855,
1182,llama3-70b-8192_Java_64_humaneval_guided_tree_of_thought_d0d77238,"2025-08-13 11:58:13","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,12,0,0.878918246,1126,
1183,llama3-70b-8192_Java_65_humaneval_chain_of_thought_ff666898,"2025-08-13 11:58:21","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,7,0,0.695840699,855,
1184,llama3-70b-8192_Java_65_humaneval_role_playing_c8f5cf79,"2025-08-13 11:58:29","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,6,0,1.090704698,1025,
1185,llama3-70b-8192_Java_65_humaneval_constraint_based_3b1e0665,"2025-08-13 11:58:37","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,6,2,0.988987214,853,
1186,llama3-70b-8192_Java_65_humaneval_guided_tree_of_thought_8657f305,"2025-08-13 11:58:45","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,8,0,0.726144042,997,
1187,llama3-70b-8192_Java_66_humaneval_chain_of_thought_8f9fdad8,"2025-08-13 12:13:06","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,8,0,0.767323498,883,
1188,llama3-70b-8192_Java_66_humaneval_role_playing_5ed1d118,"2025-08-13 12:13:14","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,9,0,1.071604064,1052,
1189,llama3-70b-8192_Java_66_humaneval_constraint_based_5fbb04b1,"2025-08-13 12:13:22","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,8,0,0.831713009,822,
1190,llama3-70b-8192_Java_66_humaneval_guided_tree_of_thought_185093ca,"2025-08-13 12:13:30","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,10,0,0.848303549,1005,
1191,llama3-70b-8192_Java_67_humaneval_chain_of_thought_d34a44dd,"2025-08-13 12:13:38","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,8,2,0.8354945,1025,
1192,llama3-70b-8192_Java_67_humaneval_role_playing_068279e3,"2025-08-13 12:13:46","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,10,2,1.180162057,1247,
1193,llama3-70b-8192_Java_67_humaneval_constraint_based_c0c351e2,"2025-08-13 12:13:54","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,7,2,0.755937329,914,
1194,llama3-70b-8192_Java_67_humaneval_guided_tree_of_thought_926c6c36,"2025-08-13 12:14:02","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,10,2,0.870965859,1175,
1195,llama3-70b-8192_Java_68_humaneval_chain_of_thought_3b3255db,"2025-08-13 12:14:10","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,10,2,0.921681255,1246,
1196,llama3-70b-8192_Java_68_humaneval_role_playing_53ec7171,"2025-08-13 12:14:19","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,12,2,1.554287466,1513,
1197,llama3-70b-8192_Java_68_humaneval_constraint_based_bae880c5,"2025-08-13 12:14:27","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,11,2,1.175803035,1237,
1198,llama3-70b-8192_Java_68_humaneval_guided_tree_of_thought_8924261e,"2025-08-13 12:14:36","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,12,2,1.191701846,1474,
1199,llama3-70b-8192_Java_69_humaneval_chain_of_thought_783d0397,"2025-08-13 12:14:44","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,9,2,1.038081973,1111,
1200,llama3-70b-8192_Java_69_humaneval_role_playing_3d20bdf3,"2025-08-13 12:14:52","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,10,2,1.265339868,1284,
1201,llama3-70b-8192_Java_69_humaneval_constraint_based_ea35e8b2,"2025-08-13 12:15:00","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,8,2,0.862128844,954,
1202,llama3-70b-8192_Java_69_humaneval_guided_tree_of_thought_646a9fb0,"2025-08-13 12:15:08","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,10,2,0.997565261,1186,
1203,llama3-70b-8192_Java_70_humaneval_chain_of_thought_42104be7,"2025-08-13 12:15:16","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,7,2,0.973167629,1052,
1204,llama3-70b-8192_Java_70_humaneval_role_playing_f56d6e5a,"2025-08-13 12:15:28","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,8,2,1.349479001,1304,
1205,llama3-70b-8192_Java_70_humaneval_constraint_based_721d06cf,"2025-08-13 12:15:39","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,7,2,0.98658484,967,
1206,llama3-70b-8192_Java_70_humaneval_guided_tree_of_thought_cd57d23e,"2025-08-13 12:15:51","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,9,2,1.155223793,1230,
1207,llama3-70b-8192_Java_71_humaneval_chain_of_thought_ad1794e7,"2025-08-13 12:26:41","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,10,0,1.029721176,1053,
1208,llama3-70b-8192_Java_71_humaneval_role_playing_937bde84,"2025-08-13 12:26:50","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,13,0,1.3559676,1270,
1209,llama3-70b-8192_Java_71_humaneval_constraint_based_b0a46731,"2025-08-13 12:26:57","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,8,0,0.626524711,815,
1210,llama3-70b-8192_Java_71_humaneval_guided_tree_of_thought_1144d784,"2025-08-13 12:27:05","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,11,0,0.884686975,1104,
1211,llama3-70b-8192_Java_72_humaneval_chain_of_thought_a9e1db2f,"2025-08-13 12:27:14","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,9,2,1.033842612,1168,
1212,llama3-70b-8192_Java_72_humaneval_role_playing_b05ef00a,"2025-08-13 12:27:22","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,12,2,1.467613387,1391,
1213,llama3-70b-8192_Java_72_humaneval_constraint_based_c79eb9bd,"2025-08-13 12:27:30","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,9,2,0.884084994,1028,
1214,llama3-70b-8192_Java_72_humaneval_guided_tree_of_thought_4c321dd8,"2025-08-13 12:27:39","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,10,2,1.058383239,1307,
1215,llama3-70b-8192_Java_73_humaneval_chain_of_thought_1ebd6c0d,"2025-08-13 12:27:47","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,7,2,0.820691819,1010,
1216,llama3-70b-8192_Java_73_humaneval_role_playing_d12360da,"2025-08-13 12:27:55","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,10,2,1.647619489,1409,
1217,llama3-70b-8192_Java_73_humaneval_constraint_based_713352e4,"2025-08-13 12:28:04","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,7,2,0.836224675,923,
1218,llama3-70b-8192_Java_73_humaneval_guided_tree_of_thought_14b9fb7d,"2025-08-13 12:28:12","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,10,2,1.18515564,1228,
1219,llama3-70b-8192_Java_74_humaneval_chain_of_thought_93410baf,"2025-08-13 12:28:20","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,9,2,1.226660612,1188,
1220,llama3-70b-8192_Java_74_humaneval_role_playing_b0732f62,"2025-08-13 12:28:29","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,10,2,1.400259476,1340,
1221,llama3-70b-8192_Java_74_humaneval_constraint_based_f0c52264,"2025-08-13 12:28:38","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,9,2,1.134790039,1067,
1222,llama3-70b-8192_Java_74_humaneval_guided_tree_of_thought_abb7dba6,"2025-08-13 12:28:46","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,10,2,1.175313794,1297,
1223,llama3-70b-8192_Java_75_humaneval_chain_of_thought_7f895cab,"2025-08-13 12:28:58","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,15,0,0.627140981,959,
1224,llama3-70b-8192_Java_75_humaneval_role_playing_39da2d03,"2025-08-13 12:29:09","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,17,2,1.392342343,1269,
1225,llama3-70b-8192_Java_75_humaneval_constraint_based_55f193b5,"2025-08-13 12:29:20","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,16,0,0.838679907,922,
1226,llama3-70b-8192_Java_75_humaneval_guided_tree_of_thought_01d4298a,"2025-08-13 12:29:30","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,0,0,0.0,0.0,18,2,1.202972541,1259,
1227,llama3-70b-8192_Java_76_humaneval_chain_of_thought_d7731540,"2025-08-13 12:30:45","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,8,0,1.063062072,1062,
1228,llama3-70b-8192_Java_76_humaneval_role_playing_4f0c4ee3,"2025-08-13 12:31:23","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,9,0,0.981053119,1133,
1229,llama3-70b-8192_Java_76_humaneval_constraint_based_b6ebad8e,"2025-08-13 12:31:30","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,6,0,0.67082705,822,
1230,llama3-70b-8192_Java_76_humaneval_guided_tree_of_thought_07b77473,"2025-08-13 12:31:38","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,87.5,10,0,1.005778971,1128,
1231,llama3-70b-8192_Java_77_humaneval_chain_of_thought_92611da0,"2025-08-13 12:31:46","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,7,0,0.787947596,899,
1232,llama3-70b-8192_Java_77_humaneval_role_playing_ec0a5905,"2025-08-13 12:31:54","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,6,0,0.92858565,1029,
1233,llama3-70b-8192_Java_77_humaneval_constraint_based_124520a7,"2025-08-13 12:32:02","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,4,0,0.55160931,731,
1234,llama3-70b-8192_Java_77_humaneval_guided_tree_of_thought_397e0c1b,"2025-08-13 12:32:10","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,10,0,0.826554536,1043,
1235,llama3-70b-8192_Java_78_humaneval_chain_of_thought_f26a6245,"2025-08-13 12:32:18","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,8,0,0.784933881,1087,
1236,llama3-70b-8192_Java_78_humaneval_role_playing_e42d9756,"2025-08-13 12:32:26","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,10,0,0.988907648,1272,
1237,llama3-70b-8192_Java_78_humaneval_constraint_based_35d8ca57,"2025-08-13 12:32:34","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,6,0,0.672805359,960,
1238,llama3-70b-8192_Java_78_humaneval_guided_tree_of_thought_fb37062b,"2025-08-13 12:32:42","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,11,0,0.855350242,1249,
1239,llama3-70b-8192_Java_79_humaneval_chain_of_thought_7060c747,"2025-08-13 12:32:50","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,0.0,5,0,0.678892042,869,
1240,llama3-70b-8192_Java_79_humaneval_role_playing_1141bb63,"2025-08-13 12:32:58","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,0.0,5,0,0.668965395,955,
1241,llama3-70b-8192_Java_79_humaneval_constraint_based_76a3c9c0,"2025-08-13 12:33:06","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,4,0,0.582578675,737,
1242,llama3-70b-8192_Java_79_humaneval_guided_tree_of_thought_3e70d41a,"2025-08-13 12:33:13","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,0.0,6,0,0.630773402,983,
1243,llama3-70b-8192_Java_80_humaneval_chain_of_thought_f84d2518,"2025-08-13 12:33:22","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,80.0,13,0,0.935705457,995,
1244,llama3-70b-8192_Java_80_humaneval_role_playing_a208549a,"2025-08-13 12:33:30","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,90.0,11,0,1.048738778,1087,
1245,llama3-70b-8192_Java_80_humaneval_constraint_based_00fc66c6,"2025-08-13 12:33:38","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,90.0,13,0,0.995652572,924,
1246,llama3-70b-8192_Java_80_humaneval_guided_tree_of_thought_ee0b539c,"2025-08-13 12:33:46","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,90.0,15,0,0.917354051,1133,
1247,llama3-70b-8192_Java_81_humaneval_chain_of_thought_37728958,"2025-08-13 12:33:54","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,17,3,1.115008815,1426,
1248,llama3-70b-8192_Java_81_humaneval_role_playing_ff9475a7,"2025-08-13 12:34:04","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,0,0,0.0,0.0,29,3,2.983639451,2257,
1249,llama3-70b-8192_Java_81_humaneval_constraint_based_b9c8b059,"2025-08-13 12:34:18","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,17,3,1.139112791,1324,
1250,llama3-70b-8192_Java_81_humaneval_guided_tree_of_thought_dac4ad10,"2025-08-13 12:34:34","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,18,3,1.19554896,1553,
1254,llama3-70b-8192_Java_82_humaneval_chain_of_thought_fd6b669c,"2025-08-13 12:38:20","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,13,0,0.818504491,919,
1255,llama3-70b-8192_Java_82_humaneval_role_playing_f27fb137,"2025-08-13 12:38:28","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,8,0,0.670692472,929,
1256,llama3-70b-8192_Java_82_humaneval_constraint_based_feef8ff3,"2025-08-13 12:38:36","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,9,0,0.690793151,775,
1257,llama3-70b-8192_Java_82_humaneval_guided_tree_of_thought_e3db1e72,"2025-08-13 12:38:44","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,12,0,0.782091502,1021,
1264,llama3-70b-8192_Java_83_humaneval_chain_of_thought_a644e32d,"2025-08-13 12:55:48","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,6,0,0.723221537,800,
1265,llama3-70b-8192_Java_83_humaneval_role_playing_88f60420,"2025-08-13 12:55:56","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,7,0,0.779501893,946,
1266,llama3-70b-8192_Java_83_humaneval_constraint_based_55cca3d9,"2025-08-13 12:56:04","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,6,0,0.71995204,729,
1267,llama3-70b-8192_Java_83_humaneval_guided_tree_of_thought_44e050c2,"2025-08-13 12:56:12","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,7,0,0.641980244,907,
1277,llama3-70b-8192_Java_84_humaneval_chain_of_thought_09293f26,"2025-08-13 13:09:55","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,6,0,0.541647153,849,
1278,llama3-70b-8192_Java_84_humaneval_role_playing_3ec7659e,"2025-08-13 13:10:03","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,9,0,0.920936051,1078,
1279,llama3-70b-8192_Java_84_humaneval_constraint_based_e7154472,"2025-08-13 13:10:11","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,6,0,0.508423343,742,
1280,llama3-70b-8192_Java_84_humaneval_guided_tree_of_thought_0b927710,"2025-08-13 13:10:19","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,9,0,0.803074623,1043,
1281,llama3-70b-8192_Java_85_humaneval_chain_of_thought_b575e376,"2025-08-13 13:10:27","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,7,2,0.762085836,850,
1282,llama3-70b-8192_Java_85_humaneval_role_playing_dabe6779,"2025-08-13 13:10:36","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,8,2,1.041152498,1027,
1283,llama3-70b-8192_Java_85_humaneval_constraint_based_34e1fa56,"2025-08-13 13:10:44","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,6,2,0.738792243,749,
1284,llama3-70b-8192_Java_85_humaneval_guided_tree_of_thought_3aa8bca4,"2025-08-13 13:10:53","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,9,2,1.123641768,1101,
1285,llama3-70b-8192_Java_86_humaneval_chain_of_thought_05b5b4ca,"2025-08-13 13:11:01","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,7,2,0.89339305,983,
1286,llama3-70b-8192_Java_86_humaneval_role_playing_7082c781,"2025-08-13 13:11:09","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,9,2,1.239769944,1147,
1287,llama3-70b-8192_Java_86_humaneval_constraint_based_da84b6d4,"2025-08-13 13:11:18","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,6,2,0.833194488,880,
1288,llama3-70b-8192_Java_86_humaneval_guided_tree_of_thought_e5d48e1e,"2025-08-13 13:11:26","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,10,2,1.02079142,1143,
1289,llama3-70b-8192_Java_87_humaneval_chain_of_thought_eb0e912f,"2025-08-13 13:11:34","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,8,2,1.478482154,1390,
1290,llama3-70b-8192_Java_87_humaneval_role_playing_a6e4c760,"2025-08-13 13:11:43","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,8,2,1.541816286,1478,
1291,llama3-70b-8192_Java_87_humaneval_constraint_based_ce42a98a,"2025-08-13 13:11:52","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,8,2,1.384576129,1257,
1292,llama3-70b-8192_Java_87_humaneval_guided_tree_of_thought_f99ce673,"2025-08-13 13:12:01","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,9,2,1.354912456,1469,
1293,llama3-70b-8192_Java_88_humaneval_chain_of_thought_c0e21b9f,"2025-08-13 13:12:09","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,7,2,0.97576873,1127,
1294,llama3-70b-8192_Java_88_humaneval_role_playing_ba6420f6,"2025-08-13 13:12:18","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,9,2,1.419604327,1346,
1295,llama3-70b-8192_Java_88_humaneval_constraint_based_812f8043,"2025-08-13 13:12:26","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,7,2,0.948889939,1016,
1296,llama3-70b-8192_Java_88_humaneval_guided_tree_of_thought_9f86437f,"2025-08-13 13:12:34","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,8,2,0.952205593,1243,
1297,llama3-70b-8192_Java_89_humaneval_chain_of_thought_7adcf77b,"2025-08-13 13:12:44","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,8,0,0.740066046,887,
1298,llama3-70b-8192_Java_89_humaneval_role_playing_403d25d5,"2025-08-13 13:12:54","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,10,0,1.312861097,1236,
1299,llama3-70b-8192_Java_89_humaneval_constraint_based_27321a71,"2025-08-13 13:13:04","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,8,0,1.07014974,936,
1300,llama3-70b-8192_Java_89_humaneval_guided_tree_of_thought_6e229bbf,"2025-08-13 13:13:15","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,11,0,0.865978155,1064,
1301,llama3-70b-8192_Java_90_humaneval_chain_of_thought_c8ecf0d3,"2025-08-13 13:13:25","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,6,4,0.958381513,1019,
1302,llama3-70b-8192_Java_90_humaneval_role_playing_dc57230a,"2025-08-13 13:13:38","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,6,4,1.194461958,1184,
1303,llama3-70b-8192_Java_90_humaneval_constraint_based_36b9e0ad,"2025-08-13 13:13:47","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,6,4,0.988587531,938,
1304,llama3-70b-8192_Java_90_humaneval_guided_tree_of_thought_b1965888,"2025-08-13 13:13:57","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,8,4,1.045679543,1188,
1305,llama3-70b-8192_Java_91_humaneval_chain_of_thought_6ca8f5fd,"2025-08-13 13:14:49","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,8,0,0.801361945,925,
1306,llama3-70b-8192_Java_91_humaneval_role_playing_d23d5871,"2025-08-13 13:14:57","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,11,0,1.201274202,1155,
1307,llama3-70b-8192_Java_91_humaneval_constraint_based_d29378a5,"2025-08-13 13:15:05","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,8,0,0.901682317,858,
1308,llama3-70b-8192_Java_91_humaneval_guided_tree_of_thought_30e96afc,"2025-08-13 13:15:13","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,10,0,0.831397187,1053,
1309,llama3-70b-8192_Java_92_humaneval_chain_of_thought_9a888983,"2025-08-13 13:15:21","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,66.6666666666667,10,0,0.878950443,988,
1310,llama3-70b-8192_Java_92_humaneval_role_playing_b0aa7317,"2025-08-13 13:15:29","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,83.3333333333333,8,0,1.201134309,1195,
